,rxn
42290,CC(C)(C)C(=O)CC(=O)C(C)(C)C.CCc1ccc(OC)c(Br)c1.CN1CCCC1=O.Cl[Cu].O=C([O-])[O-].Oc1ccccc1.[Cs+].[Cs+]>>CCc1ccc(OC)c(Oc2ccccc2)c1
41672,Cc1ccccc1.O=c1c(-c2ccc(Cl)cc2)c(-c2ccc(Cl)cc2)cnn1Cc1ccccc1.[Al+3].[Cl-].[Cl-].[Cl-]>>O=c1[nH]ncc(-c2ccc(Cl)cc2)c1-c1ccc(Cl)cc1
24595,C1CN[C@H](c2nnn[nH]2)C1.CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)O)n(-c3ccccc3)n2)CC1.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.ClCCl.F[P-](F)(F)(F)(F)F>>CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)N3CCC[C@H]3c3nnn[nH]3)n(-c3ccccc3)n2)CC1
33469,C1CCOC1.CC(C)COC(=O)Cl.CCOC(=O)CN.CN1CCOCC1.Cl.O.O=C(SCCC(=O)N1[C@H](C(=O)O)CS[C@@H]1c1ccccc1O)c1ccccc1>>CCOC(=O)CNC(=O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCSC(=O)c1ccccc1
30369,CCN(C(C)C)C(C)C.CN1CCCC1=O.CO.N#Cc1ccc(F)cc1.O=C1N([C@@H]2CC[C@@H](O)CC2)CCC12CCNCC2>>N#Cc1ccc(N2CCC3(CC2)CCN([C@@H]2CC[C@@H](O)CC2)C3=O)cc1
24851,CCOC(=O)N1CCC(Nc2ccccc2[N+](=O)[O-])CC1.CO.[Pd]>>CCOC(=O)N1CCC(Nc2ccccc2N)CC1
23568,C1CCOC1.COC(=O)c1cc(C(=O)Nc2cc(C(F)(F)F)ccc2F)ccc1C.O.[Li+].[OH-]>>Cc1ccc(C(=O)Nc2cc(C(F)(F)F)ccc2F)cc1C(=O)O
12005,C1CCOC1.CCN.CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1.ClCCCl.ClCCl.On1nnc2ccccc21>>CCNC(=O)Cc1ccc(Oc2ccc(C(=O)NCC)cc2NS(=O)(=O)c2ccc(Cl)cc2Cl)c(OC)c1
31487,CC#N.COc1ccc(CCNC(=O)C2CCC2)cc1OC.N.O=P(Cl)(Cl)Cl>>COc1cc2c(cc1OC)C(C1CCC1)=NCC2
9503,C1COCCO1.CC(C)(C)OC(=O)N(Cc1ccccn1)Cc1ccc(C(=O)N[C@@H](CCCNC2CCCc3cccnc32)C(=O)O)cn1.CO.Cl>>Cl.O=C(N[C@@H](CCCNC1CCCc2cccnc21)C(=O)O)c1ccc(CNCc2ccccn2)nc1
31068,COCCOC.COc1ncccc1B(O)O.C[C@H](c1ccc(Br)cc1)N1C(=O)c2ccccc2C1=O.O=C([O-])[O-].[Na+].[Na+].c1ccc([PH](c2ccccc2)(c2ccccc2)[Pd]([PH](c2ccccc2)(c2ccccc2)c2ccccc2)([PH](c2ccccc2)(c2ccccc2)c2ccccc2)[PH](c2ccccc2)(c2ccccc2)c2ccccc2)cc1>>COc1ncccc1-c1ccc([C@@H](C)N2C(=O)c3ccccc3C2=O)cc1
43155,CO.COc1ccc(Cn2c(=O)ccn([C@@H]3OC([C@H](O)[C@H](NCCCNC(=O)[C@@H](NC(=O)OCc4ccccc4)[C@H](C)O)C(=O)OC(C)(C)C)[C@@H](O)[C@H]3O)c2=O)cc1.[Pd]>>COc1ccc(Cn2c(=O)ccn([C@@H]3OC([C@H](O)[C@H](NCCCNC(=O)[C@@H](N)[C@H](C)O)C(=O)OC(C)(C)C)[C@@H](O)[C@H]3O)c2=O)cc1
18821,CC(=O)C(=O)O.N.O.O=C(O)CCC(=O)C(=O)O.O=C[O-].[NH4+]>>N[C@@H](CCC(=O)O)C(=O)O
14581,CN(C)C=O.Cc1ncc[nH]1.O=S(Cl)Cl.OCc1cnnc(-c2ccc(F)c(Cl)c2)c1>>Cc1nccn1Cc1cnnc(-c2ccc(F)c(Cl)c2)c1
22230,CCN(CC)CC.CCN=C=NCCCN(C)C.CN(C)C=O.COc1cc(C(=O)O)cc(-c2ccccc2)n1.Cl.Cl.O.O.O=C1CC2(CCNCC2)Oc2ccc(-c3nnn[nH]3)cc21.On1nnc2ccccc21>>COc1cc(C(=O)N2CCC3(CC2)CC(=O)c2cc(-c4nnn[nH]4)ccc2O3)cc(-c2ccccc2)n1
23377,CCOC(C)=O.COC(=O)C[C@H]1CCCN1c1nc(Cl)ncc1[N+](=O)[O-].[H][H].[Pd]>>COC(=O)C[C@H]1CCCN1c1nc(Cl)ncc1N
37629,COc1cccc(C=O)c1.Cl.NO.O.[Na+].[OH-]>>COc1cccc(C=NO)c1
294,CCCCS(=O)(=O)NC1Cc2ccc(-c3ccc(=O)n(CC#N)n3)cc2C1.CN(C)C=O.Cl.O.[Cl-].[N-]=[N+]=[N-].[NH4+].[Na+]>>CCCCS(=O)(=O)NC1Cc2ccc(-c3ccc(=O)n(Cc4nnn[nH]4)n3)cc2C1
24898,Nc1cccc2c1C[C@H](O)CC2.O=C(O)c1ccc(-c2ccc(C(F)(F)F)cc2)cn1>>O=C(Nc1cccc2c1C[C@H](O)CC2)c1ccc(-c2ccc(C(F)(F)F)cc2)cn1
22234,C1CCOC1.CC(C)OC(=O)/N=N/C(=O)OC(C)C.CC(O)c1c(F)cc2ncccc2c1F.O=C1NC(=O)c2ccccc21.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CC(c1c(F)cc2ncccc2c1F)N1C(=O)c2ccccc2C1=O
15734,BrCCBr.C1CCOC1.C=C.COC(=O)[C@H](Cc1ccc(I)cc1)NC(=O)OC(C)(C)C.C[Si](C)(C)Cl.Cc1cc(C(F)(F)F)n(C)c(=O)c1I.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Cl-].[NH4+].[Pd].[Zn].c1coc(P(c2ccco2)c2ccco2)c1>>COC(=O)[C@H](Cc1ccc(-c2c(C)cc(C(F)(F)F)n(C)c2=O)cc1)NC(=O)OC(C)(C)C
27961,C1CCOC1.CN1C(=O)CC[C@]2(C)c3ccc(Br)cc3CC[C@@H]12.COc1ccccc1B(O)O.ClC(Cl)Cl.O=C([O-])[O-].[Na+].[Na+].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>COc1ccccc1-c1ccc2c(c1)CC[C@H]1N(C)C(=O)CC[C@]21C
38065,Cc1ccc(NC(=O)Nc2ncc(Br)s2)c(C(=O)C2CCCC2)c1.Cn1cnnc1S>>Cc1ccc(NC(=O)Nc2ncc(Sc3nncn3C)s2)c(C(=O)C2CCCC2)c1
33710,CC[SiH](CC)CC.O.O=C(CCl)c1cc2c(s1)C(=O)NCCC2.O=C(O)C(F)(F)F>>O=C1NCCCc2cc(CCCl)sc21
3535,CCO.CN(C)C.COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)c2nn(Cc3ccc(CBr)cc3)c(=O)n2C1c1ccc(C#N)cc1>>COC(=O)C1=C(C)N(c2cccc(C(F)(F)F)c2)c2nn(Cc3ccc(C[N+](C)(C)C)cc3)c(=O)n2C1c1ccc(C#N)cc1.[Br-]
14036,Cc1onc(-c2cccc(F)c2)c1-c1cn(-c2cccc(C(=O)O)c2)cn1.NC1CCCC1>>Cc1onc(-c2cccc(F)c2)c1-c1cn(-c2cccc(C(=O)NC3CCCC3)c2)cn1
30078,CCO.Cc1ccccc1.Cl.O=C([O-])[O-].O=c1[nH]ccc2occ(Br)c12.OB(O)c1ccncc1.[Na+].[Na+]>>O=c1[nH]ccc2occ(-c3ccncc3)c12
32245,Brc1nc2c(s1)CNCC2.C=O.CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.CCN(CC)CC.ClCCl.O=C(O)C(F)(F)F.[Na+].[Na+].[OH-]>>CN1CCc2nc(Br)sc2C1
3227,CC[C@@H]1C[C@H](Nc2ncc(O)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)c2nc(OC)ccc2N1C(=O)OCC(C)(C)C(=O)OC.CN(C)C=O.N#CCCCBr.O=C([O-])[O-].[K+].[K+]>>CC[C@@H]1C[C@H](Nc2ncc(OCCCC#N)c(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)n2)c2nc(OC)ccc2N1C(=O)OCC(C)(C)C(=O)OC
19963,NCC1(c2ccc(F)nc2)CCC(F)(F)CC1.O=C(O)c1cccc(Cl)c1F>>O=C(NCC1(c2ccc(F)nc2)CCC(F)(F)CC1)c1cccc(Cl)c1F
29071,CCO.CN.COC(=O)C1CCC(c2csc(NC(=N)N)n2)C1>>CNC(=O)C1CCC(c2csc(NC(=N)N)n2)C1
15357,C1CCOC1.COC(=O)[C@H](CO)NC(=O)c1cccc2c1NC1CCCC21.[Li+].[OH-]>>O=C(N[C@@H](CO)C(=O)O)c1cccc2c1NC1CCCC21
21129,CC(=O)c1ccc(C2=CCC(C)(C)CC2)c([N+](=O)[O-])c1.CCCCCC.CCOC(C)=O.[Cl-].[Fe].[NH4+]>>CC(=O)c1ccc(C2=CCC(C)(C)CC2)c(N)c1
27497,CC#N.COC(=O)C1CC(O)CN1.Cl.Cl.O=[N+]([O-])c1ccccc1Cl>>COC(=O)[C@@H]1C[C@H](O)CN1c1ccccc1[N+](=O)[O-]
47479,O=C(CCCCl)c1ccc(Br)cc1.O=C(Nc1cccc(C2CCNCC2)c1)C1CC1>>O=C(CCCN1CCC(c2cccc(NC(=O)C3CC3)c2)CC1)c1ccc(Br)cc1
22391,Cc1c(CCC(=O)OC(C)(C)C)ccc(OCc2cc(F)cc3cc(C#N)oc23)c1C.ClCCl.O=C(O)C(F)(F)F>>Cc1c(CCC(=O)O)ccc(OCc2cc(F)cc3cc(C#N)oc23)c1C
41916,C1COCCO1.CC(=O)O.CC(C)(C)OC(=O)N1CCC(Nc2nc3cc(OCCCn4cncn4)ccc3o2)CC1.CCN(C(C)C)C(C)C.CCO.CCOc1cc(C=O)cc(OCC)c1F.Cl.[BH3-]C#N.[Na+].c1ncn(CCCOc2ccc3oc(NC4CCNCC4)nc3c2)n1>>CCOc1cc(CN2CCC(Nc3nc4cc(OCCCn5cncn5)ccc4o3)CC2)cc(OCC)c1F
510,CCC1OCC(C)(c2cccc(Sc3ccc(C(C)=O)cc3)c2)O1.Cl.NO>>CCC1OCC(C)(c2cccc(Sc3ccc(C(C)=NO)cc3)c2)O1
16319,CC1(C)OB(c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@H]2CC(=O)CC[C@@H]2O3)OC1(C)C.N#Cc1cc(Cl)cc(Br)c1>>N#Cc1cc(Cl)cc(-c2ccc3c(c2)[C@@]2(COC(N)=N2)[C@H]2CC(=O)CC[C@@H]2O3)c1
17766,CCOC(=O)C1=C(C)NC(c2csc(NC(C)=O)n2)=NC1c1ccc(F)cc1Cl.Cl>>CCOC(=O)C1=C(C)NC(c2csc(N)n2)=NC1c1ccc(F)cc1Cl
48960,CCOC(=O)C(C)(C)c1cccnc1Cl.Cl>>CC(C)(C(=O)O)c1cccnc1Cl
40969,CO.N#CCc1c2cccn(CC(=O)c3ccccc3)c-2nc1Cl.[BH4-].[Na+]>>N#CCc1c2cccn(CC(O)c3ccccc3)c-2nc1Cl
14137,CCN(C(C)C)C(C)C.CCOC(=O)c1cnc(Cl)c(Cl)c1N.CCOC(C)=O.Cl.O=C(NS(=O)(=O)c1ccc(Cl)s1)C1CCNCC1>>CCOC(=O)c1cnc(N2CCC(C(=O)NS(=O)(=O)c3ccc(Cl)s3)CC2)c(Cl)c1N
263,CC(C)(C)OC(=O)c1ccc(C#N)cc1C(F)(F)F.ClCCl.O=C(O)C(F)(F)F>>N#Cc1ccc(C(=O)O)c(C(F)(F)F)c1
3166,C1CCOC1.CCOC(=O)c1ccc(COc2c(C3CCC3)ccc(-c3cnc(N)cn3)c2F)o1.[Li+].[OH-]>>Nc1cnc(-c2ccc(C3CCC3)c(OCc3ccc(C(=O)O)o3)c2F)cn1
42030,C=CCCCCCC.CCCCC(CCCC)c1ccncc1.OO>>CCCCCCC1CO1
29143,CC(=O)[O-].CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.COC(=O)c1c(I)cnn1C.CS(C)=O.[K+]>>COC(=O)c1c(B2OC(C)(C)C(C)(C)O2)cnn1C
46183,C1CCOC1.COc1ccc(C(=O)N2C(=O)Cc3cccc(CC(=O)OCc4ccccc4)c32)cc1.[H][H].[Pd]>>COc1ccc(C(=O)N2C(=O)Cc3cccc(CC(=O)O)c32)cc1
48733,CN(c1cc2c(cn1)ncn2C)c1ccc(C#N)cc1F.CO.O=C(O)C(F)(F)F.[BH4-].[Na+]>>CN(c1cc2c(cn1)ncn2C)c1ccc(CN)cc1F
9462,C1COCCO1.CC(C)(C)OC(=O)N1CCC[C@@H]1Cn1ccc2c(NC(=O)CC3(O)CCCCCC3)cccc2c1=O.Cl>>Cl.O=C(CC1(O)CCCCCC1)Nc1cccc2c(=O)n(C[C@H]3CCCN3)ccc12
45295,C1CCONC1.CCN(CC)[PH]1(C(C)(C)C)N(C)C=CN1C=N.CS(C)=O.Cl.ClCCl.N#Cc1ccc(F)c2ccccc12.O.O=C([O-])[O-].[K+].[K+]>>N#Cc1ccc(N2CCCCO2)c2ccccc12
27582,CO.O=C(CN1CCC(N2C(=O)NCc3ccccc32)CC1)c1ccc2c(c1)OCO2.[BH4-].[Na+]>>O=C1NCc2ccccc2N1C1CCN(CC(O)c2ccc3c(c2)OCO3)CC1
2877,CC(=O)Cl.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F.ClCCl.[Al+3].[Cl-].[Cl-].[Cl-]>>CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(C(C)=O)c3c2)c1F
36300,CC(C)(C)OC(=O)Nc1nc2ccc(S)cc2s1.CCO.Clc1nnc2ccc(N3CCOCC3)nn12.[BH4-].[Na+]>>CC(C)(C)OC(=O)Nc1nc2ccc(Sc3nnc4ccc(N5CCOCC5)nn34)cc2s1
49827,CCN(C(C)C)C(C)C.ClCCl.Nc1cncc(Br)c1.O=C(Cl)c1ccccc1>>O=C(Nc1cncc(Br)c1)c1ccccc1
28086,CO.COc1cc(COC(C)=O)nnc1OC.O.O=C([O-])[O-].[K+].[K+]>>COc1cc(CO)nnc1OC
30757,CN1CCCC1=O.COc1ccc(CN)cc1.Clc1nc2ccc(Br)cc2cc1I.O>>COc1ccc(CNc2nc3ccc(Br)cc3cc2I)cc1
20724,Cc1ccc(C(=O)CBr)c(C)n1.NC(=S)C1CC(c2ccc(C(F)(F)F)cc2)CN(C(=O)N2CCOCC2)C1>>Cc1ccc(-c2csc(C3CC(c4ccc(C(F)(F)F)cc4)CN(C(=O)N4CCOCC4)C3)n2)c(C)n1
37331,CCCCCCC.CCOC(C)=O.CN(C)C=O.COC(=O)C(C)Oc1cc(Cl)ccc1CCl.Cn1nc(-c2ccc(O)cc2)c(Cl)c1OC(F)F.O=C([O-])[O-].[K+].[K+]>>COC(=O)C(C)Oc1cc(Cl)ccc1COc1ccc(-c2nn(C)c(OC(F)F)c2Cl)cc1
31062,C.CC(C)(C)c1nc2c(C(=O)O)cc(-c3ccccc3)c([N+](=O)[O-])c2o1.CO.[H][H].[Pd]>>CC(C)(C)c1nc2c(C(=O)O)cc(-c3ccccc3)c(N)c2o1
29272,C1CCOC1.CC(=O)O.CO.COC(=O)c1cccc(NC(=O)NCc2nc3ccccn3c2C#Cc2cccc(C(F)(F)F)c2)c1.O.[Na+].[OH-]>>O=C(NCc1nc2ccccn2c1C#Cc1cccc(C(F)(F)F)c1)Nc1cccc(C(=O)O)c1
8174,BrCc1ccc2ccccc2c1.COC(=O)c1cc(I)ccc1O>>COC(=O)c1cc(I)ccc1OCc1ccc2ccccc2c1
35948,C.CCCCCC.CCOC(C)=O.Cc1cc(-c2ccccc2)cc([N+](=O)[O-])c1N.[Pd]>>Cc1cc(-c2ccccc2)cc(N)c1N
26060,CC#N.CCC[N+](CCC)(CCC)CCC.CCOC(=O)c1cc2cc(CO)ccn2c1-c1ccc(F)cc1.C[N+]1([O-])CCOCC1.ClCCl.O=[Ru](=O)(=O)[O-]>>CCOC(=O)c1cc2cc(C=O)ccn2c1-c1ccc(F)cc1
12257,CCOCOc1cc(B(O)O)cc2c1C(C)(C)CCC2(C)C.COC(=O)c1ccc2cc(C(=O)Cl)ccc2c1.Cc1ccccc1.Cl[Pd]Cl.O=C([O-])[O-].[Cs+].[Cs+]>>CCOCOc1cc(C(=O)c2ccc3cc(C(=O)OC)ccc3c2)cc2c1C(C)(C)CCC2(C)C
1598,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CCCCCCC.COC(=O)[C@@H]1C=C[C@H](N)C1.Cl.O.O=C([O-])[O-].[Na+].[Na+]>>COC(=O)[C@@H]1C=C[C@H](NC(=O)OC(C)(C)C)C1
6975,CS(=O)(=O)N1CCNCC1.Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cc(F)ccc1[N+](=O)[O-]>>Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1cc(N2CCN(S(C)(=O)=O)CC2)ccc1[N+](=O)[O-]
49988,CC(C)(C)[O-].CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.Cc1c(-c2ccncc2)nc2cc(F)cc(F)c2c1Cl.Cc1ccccc1.Nc1cc(N2CCOCC2)cnc1N1CCOCC1.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd]>>Cc1c(-c2ccncc2)nc2cc(F)cc(F)c2c1Nc1cc(N2CCOCC2)cnc1N1CCOCC1
44194,CC(C)N1CC(F)(F)C(=O)Nc2cnc(Cl)nc21.CI.[H-].[Na+]>>CC(C)N1CC(F)(F)C(=O)N(C)c2cnc(Cl)nc21
30517,C1CCOC1.C1COCCO1.CCCCOC(=O)CCc1cc(=O)[nH]n(Cc2ccc(OC)cc2)c1=O.Cl.[Al+3].[H-].[H-].[H-].[H-].[Li+]>>COc1ccc(Cn2[nH]c(=O)cc(CCCO)c2=O)cc1
18717,CO.COc1ccc(-c2oc3c(C=O)cc(OC)cc3c2-c2ccccc2)cc1.[BH4-].[Na+]>>COc1ccc(-c2oc3c(CO)cc(OC)cc3c2-c2ccccc2)cc1
38210,CO.O=C(CCCNC(=O)OCc1ccccc1)Nc1ccc2[nH]ccc2c1.[H][H].[Pd]>>NCCCC(=O)Nc1ccc2[nH]ccc2c1
13343,CCBr.CN(C)C=O.COC(=O)c1ccc(-c2nc(-c3cn[nH]c3)cnc2N)cc1F.O=C([O-])[O-].[K+].[K+]>>CCn1cc(-c2cnc(N)c(-c3ccc(C(=O)OC)c(F)c3)n2)cn1
28049,CC(C)(C)C#CCCO.CCCCCC.ClC(Cl)(Cl)Cl.c1ccc(P(c2ccccc2)c2ccccc2)cc1>>CC(C)(C)C#CCCCl
29687,C1CCOC1.CCN(C(C)C)C(C)C.CN(C)C(On1nnc2cccnc21)=[N+](C)C.CN(C)C=O.CNC.Cc1nnc2n1-c1ccc(-c3cncc(C(C)(C)C(=O)O)c3)cc1CC2.F[P-](F)(F)(F)(F)F.O=C(O)C(F)(F)F>>Cc1nnc2n1-c1ccc(-c3cncc(C(C)(C)C(=O)N(C)C)c3)cc1CC2.O=C(O)C(F)(F)F
3808,C1COCCO1.CN(c1ccnc(F)n1)c1ccnc(-c2ccccc2)n1.NCCc1ccccc1Cl>>CN(c1ccnc(NCCc2ccccc2Cl)n1)c1ccnc(-c2ccccc2)n1
11229,CC(=O)OC(C)=O.CCN(CC)CC.CN(CC(CCN1CCC(NC2CCCCC2)CC1)c1ccc(Cl)c(Cl)c1)C(=O)c1ccccc1.ClCCl>>CC(=O)N(C1CCCCC1)C1CCN(CCC(CN(C)C(=O)c2ccccc2)c2ccc(Cl)c(Cl)c2)CC1
4641,CC(=O)O.CC(=O)OC(C)=O.Nc1cc(O)c2cc(Br)ccc2n1.O.O=S(=O)(O)O>>CC(=O)Nc1cc(O)c2cc(Br)ccc2n1
40834,Cc1ccc(-c2nc(CO[C@@H]3CCC[C@H](CCC(C)(C)C(=O)OC(C)(C)C)C3)c(C)o2)cc1.Cc1ccccc1.ClCCl.O=C(O)C(F)(F)F>>Cc1ccc(-c2nc(CO[C@@H]3CCC[C@H](CCC(C)(C)C(=O)O)C3)c(C)o2)cc1
26602,COC(=O)C=P(c1ccccc1)(c1ccccc1)c1ccccc1.COc1ccc(/C(=C\C=O)c2cccnc2)cc1.ClCCl>>COC(=O)/C=C/C=C(\c1ccc(OC)cc1)c1cccnc1
29363,CC(C)(C)OC(=O)N1CC(c2ccc3ccccc3n2)C1.CO.Cl>>Cl.c1ccc2nc(C3CNC3)ccc2c1
1803,CO.COC(=O)COc1cccc2c1c1c(C(N)=O)cccc1n2Cc1ccccc1C(F)(F)F.[Na+].[OH-]>>NC(=O)c1cccc2c1c1c(OCC(=O)O)cccc1n2Cc1ccccc1C(F)(F)F
22606,CC(C)(CCC#N)CNC[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C.CCN(C(C)C)C(C)C.ClCCl.O=C(Cl)OCc1ccccc1>>CC(C)(CCC#N)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1
46434,CC(C)(C)OC(=O)NN1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1=O.CCOC(C)=O.CO.Cl.O=C([O-])O.[Na+]>>NN1CCN(S(=O)(=O)c2ccc3cc(Cl)ccc3c2)CC1=O
1003,CC(C)(C)OC(=O)N1CCC(Oc2ccc(OC(F)(F)F)cc2)CC1.Cc1ccccc1.Cl.O.[Na+].[OH-]>>FC(F)(F)Oc1ccc(OC2CCNCC2)cc1
676,O=C(O)c1ccc2c(Cl)cccc2n1.c1ccc2c(c1)CCC(CN1CCN(c3nccc4ccccc34)CC1)N2>>O=C(O)C1CCc2c(Cl)cccc2N1
16369,C1CCOC1.CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.Nc1cc(Cl)c(Cl)c(Cl)c1>>CC(C)(C)OC(=O)Nc1cc(Cl)c(Cl)c(Cl)c1
43320,C1CCOC1.CCN(CC)CC.Cc1cc2c3c(ccn2n1)CCC3CCN.O=C(Cl)C1CC1.O=C([O-])O.[Na+]>>Cc1cc2c3c(ccn2n1)CCC3CCNC(=O)C1CC1
9842,CN(C)C=O.CN1C(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4O)[C@@H]3CC[C@@H]12.O.O=[N+]([O-])c1ccc(F)cc1>>CN1C(=O)CC[C@]2(C)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]4Oc4ccc([N+](=O)[O-])cc4)[C@@H]3CC[C@@H]12
41500,CCN(CC)CC.COC(=O)CC(=O)Cl.ClCCl.O=[N+]([O-])c1ccccc1NCc1ccccc1>>COC(=O)CC(=O)N(Cc1ccccc1)c1ccccc1[N+](=O)[O-]
25035,C1COCCN1.CC(C)c1csc(CCc2ccn3c(=O)cc(O)nc3c2)n1.CCN(CC)CC.Cc1ccc(S(=O)(=O)Cl)cc1.ClCCl>>CC(C)c1csc(CCc2ccn3c(=O)cc(N4CCOCC4)nc3c2)n1
37022,CO.O=[N+]([O-])c1ccc2nc(-c3ccccc3)oc2n1.[Pd]>>Nc1ccc2nc(-c3ccccc3)oc2n1
41974,C1CCOC1.CCN1CCN(C(=O)c2ccc(N)cc2)CC1>>CCN1CCN(Cc2ccc(N)cc2)CC1
37619,CCN(CC)CC.Cc1ccc2c(OCCN3CCC(Cc4cccc(N)c4)CC3)cccc2n1.Cl.Cl.ClCCl.O=C(Cl)CCl>>Cc1ccc2c(OCCN3CCC(Cc4cccc(NC(=O)CCl)c4)CC3)cccc2n1
48022,CCOC(=O)c1csc2c(-c3ccncc3)c(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)nn12.CO.N>>NC(=O)c1csc2c(-c3ccncc3)c(-c3cccc(NC(=O)Nc4ccc(C(F)(F)F)cc4)c3)nn12
49498,CN(C)C(On1nnc2ccccc21)=[N+](C)C.CNS(=O)(=O)Cc1ccc(CN)cc1.F[B-](F)(F)F.NC(=N[N+](=O)[O-])NCCC[C@@H](NC(=O)C(c1ccccc1)c1ccccc1)C(=O)O>>CNS(=O)(=O)Cc1ccc(CNC(=O)[C@@H](CCCNC(N)=N[N+](=O)[O-])NC(=O)C(c2ccccc2)c2ccccc2)cc1
34119,C(=NC1CCCCC1)=NC1CCCCC1.CC(C)(C)OC(=O)NCCC(=O)O.CNc1ccc(C(=O)OC)cc1N.ClCCl>>CNc1ccc(C(=O)OC)cc1NC(=O)CCNC(=O)OC(C)(C)C
884,Cc1ncc(CN)c2c1OC(C)(C)OC2.N#Cc1ccc(C(=O)O)cc1>>Cc1ncc(CNC(=O)c2ccc(C#N)cc2)c2c1OC(C)(C)OC2
32878,NCC(c1ccc(Cl)cc1)C1CCOCC1.O=C(O)c1c(F)cccc1Cl>>O=C(NCC(c1ccc(Cl)cc1)C1CCOCC1)c1c(F)cccc1Cl
44406,C1COCCO1.CC(C)(C)[O-].CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CN(C)C=O.C[C@H]1COC[C@H](C)N1Cc1cc(F)c(Cl)cc1F.Cc1ncc(-c2nc(N)ncc2F)n1C1CCOCC1.ClCCl.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[K+].[Pd].[Pd]>>Cc1ncc(-c2nc(Nc3cc(F)c(CN4[C@@H](C)COC[C@@H]4C)cc3F)ncc2F)n1C1CCOCC1
39392,CC(C)(C)OC(=O)CC(=O)c1cccc(-n2cccn2)c1.CN(C)c1cc(NC(=O)OC(C)(C)C)c(N)cc1C(F)(F)F>>CN(C)c1cc(NC(=O)OC(C)(C)C)c(NC(=O)CC(=O)c2cccc(-n3cccn3)c2)cc1C(F)(F)F
32619,C1CCOC1.CN(Cc1ccccc1Cl)C(=O)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1Cl.O.[H-].[Na+].c1cn[nH]c1>>CN(Cc1ccccc1Cl)C(=O)c1nnn(Cc2cc(C(F)(F)F)cc(C(F)(F)F)c2)c1-n1cccn1
6134,Cc1cc(C)c(N2CCN(C(=O)c3ccc(Br)cc3C#N)CC2)nc1C.O=C1CCCN1>>Cc1cc(C)c(N2CCN(C(=O)c3ccc(N4CCCC4=O)cc3C#N)CC2)nc1C
8593,CC(C)(C)c1nc(Cl)c2nnn(Cc3ccccc3Cl)c2n1.CC(C)(C)c1nc(N2CCOCC2)c2nnn(Cc3ccccc3Cl)c2n1.OCC1CNCCO1>>CC(C)(C)c1nc(N2CCOC(CO)C2)c2nnn(Cc3ccccc3Cl)c2n1
